word,similar
 unpretentious,"These Prada wallet styles are less stodgy and conventional than their nylon counterparts, yet they maintain the same level of understated luxury that makes this brand subtle and "
 unpretentious,unpretentious
 unpretentious,.
 verecund,ABSENT
ameliorate,He wanted to 
ameliorate,ameliorate
ameliorate, the present suffering.
 amend,"Bills may originate in either house, and either house may "
 amend,amend
 amend, the bills of the other house.
 enrich,Numerous small affluents of the Missouri 
 enrich,enrich
 enrich, and diversify the north-east quarter.
 pacify,Then Henry set to work to 
 pacify,pacify
 pacify, and restore prosperity to his kingdom.
 upgrade,Will the 
 upgrade,upgrade
 upgrade, affect the performance of the software?
brace,Look for anything to 
brace,brace
brace, the door!
 bolster,"From saving money with your own personal costs at work to helping your company save money in the long run, taking small steps to save can help "
 bolster,bolster
 bolster," your paycheck, and you'll realize a range of other benefits as well."
 buttress,"The Kasteel-Berg (Castle Mount), a northern "
 buttress,buttress
 buttress," of the mountain, has its own peculiar flora."
 underpin,"The term ""language"", includes verbal, tonal and body languages, which "
 underpin,underpin
 underpin, all cultural learning structures.
attenuate,"They would obviously react against the feeling known as "" esprit de frontiere,"" and diminish the danger of incidents arising out of this feeling, and might "
attenuate,attenuate
attenuate, the rivalry of neighbouring counter-armaments.
 debilitate,It is expected that the illness will 
 debilitate,debilitate
 debilitate, him for at least another week.
 devitalize,ABSENT
 enervate,ABSENT
 enfeeble,ABSENT
 rarefy,ABSENT
 sap,Eventually it was found that the best plan was to 
 sap,sap
 sap, through them.
 unnerve,ABSENT
abet,"A period of elimination may be necessary in order to allow the intestines to heal, which may, in turn, help the patient's digestive prowess restore and "
abet,abet
abet, certain food sensitivities.
 allay,Elisabeth stood at the piano which did nothing to 
 allay,allay
 allay, his anxiety.
 alleviate assuage,ABSENT
 conciliate,He apparently tried to 
 conciliate,conciliate
 conciliate, his father-in-law in the hope of bringing him into the League of Augsburg.
 mitigate,Good information on a product can 
 mitigate,mitigate
 mitigate, this problem.
 moderate,Ears of 
 moderate,moderate
 moderate," or small size, ovate, pointed."
 mollify,The producers tried to 
 mollify,mollify
 mollify," the fans by changing the tempo and making it a guitar piece in the third and fourth seasons, but that only served to alienate the fans that liked the song to begin with as well as the fans who hated it."
 palliate,But the political dangers to be apprehended from the disruption of the English Church were sufficiently serious to 
 palliate,palliate
 palliate, the fraud.
 placate,I don't need you to 
 placate,placate
 placate, me!
cacophony,"There are alarm clocks that project the time, speak the time, make animal noises, jump or fly around, create a "
cacophony,cacophony
cacophony, of noise and even make the tea!
 clamor,There is no doubt that the troubled Rodman will 
 clamor,clamor
 clamor," for the spotlight, just as he did during his tenure on the show."
 contention,"And yet, this latest "
 contention,contention
 contention," was about inheritance, not love."
 discord,A few years later 
 discord,discord
 discord, arose among the allies.
 disharmony,Too much or too little of certain elements creates an imbalance or 
 disharmony,disharmony
 disharmony,.
 din,The space inside the wagons was a 
 din,din
 din, of screaming mules and men.
 dissonance,This tone may be within 
 dissonance,dissonance
 dissonance, range of one of the primaries.
 dissension,"As events proved, it was the budget which was to provide a cause of "
 dissension,dissension
 dissension,", bringing a new political movement into being, and an issue overriding all the legislative interest of the session."
 dissent,Some modern investigators 
 dissent,dissent
 dissent, from this identification: H.
 dissidence,Closer akin to certain Western forms of 
 dissidence,dissidence
 dissidence," from traditional Catholicism, though of native growth, are the Molokani or Molokans, so called popularly because they continue to drink milk (moloko) during fasts."
 vociferous,ABSENT
attunement,ABSENT
 consonance,"In a few ances this may have come about by the emphasizing of a ly primitive trait; as when the wolf Ophois, in "
 consonance,consonance
 consonance," I the predatory nature of that animal, developed into a of war."
 diapason,Sir Frederick Gore Ouseley (vide Ellis's lecture) regarded the French ton de chapelle as being about a minor third below the 
 diapason,Diapason
 diapason," Normal, a' 435, and said that most of the untouched organs in the French cathedrals were at this low pitch."
 euphony,For the sake of 
 euphony,euphony
 euphony,", a vowel is frequently interpolated between two consonants; e.g."
 mellifluousness,ABSENT
 melodiousness,ABSENT
 organum,In the Novum 
 organum,Organum
 organum,", after giving a long list of the sources of heat, he says: ""From these examples, taken collectively as well as singly, the nature whose limit is heat appears to be motion.."
baroque,The present church is 
baroque,baroque
baroque," in style, but contains some works of art of earlier periods."
 baroque,The present church is 
 baroque,baroque
 baroque," in style, but contains some works of art of earlier periods."
 ornate,"The church of St Stephen, outside the town, retains its "
 ornate,ornate
 ornate, Norman font.
 flamboyant,There is an example of 
 flamboyant,flamboyant
 flamboyant, tracery in one of the windows.
 rococo,"Of the eleven churches, the most interesting is the cathedral of St Stephen, a florid, "
 rococo,rococo
 rococo, edifice.
bandbox,"I look upon England today as an old gentleman who is travelling with a great deal of baggage, trumpery which has accumulated from long housekeeping, which he has not the courage to burn; great trunk, little trunk, "
bandbox,bandbox
bandbox,", and bundle."
 debonair,Debonair
 debonair, activities such as art auctions and wine tastings.
 faddish,"It's fine to pull a little inspiration from the 80s, but slimmer fits and more subtle colors will keep your look modern and classy instead of looking "
 faddish,faddish
 faddish,.
 modish,Its 
 modish,modish
 modish, design makes it total different from all other watches.
 posh,"Clear diction, not a """
 posh,posh
 posh," voice"", was what was wanted."
 rakish,"Lt. Starbuck - Beyond the obvious gender differences, Katee Sackhoff's Starbuck was actually darker and far less optimistic than Dirk Benedict's "
 rakish,rakish
 rakish, hero.
austere,The Sanctuary was plain to the point of 
austere,austere
austere,", with no luxuries."
 dour,"If given the choice between two potential partners, one with a sunny disposition, and another with a "
 dour,dour
 dour," expression, a male Sagittarian will always choose the individual who is smiling."
 flinty,"Usually this singular grape varietal is crisp with green apples and citrus, and then complemented with herbal, "
 flinty,flinty
 flinty," minerals, and grassy notes to underline its character."
 ghastly,Gorgeous or 
 ghastly,ghastly
 ghastly,", fashion pundits and fashionistas tune in every Academy Award season to see what the hottest stars are wearing to the Oscars."
 grim,Brady and Elise exchanged a 
 grim,grim
 grim, look.
 inimical,Thenceforward France treated the papacy as an 
 inimical,inimical
 inimical, power.
 intimidating,This was no longer the 
 intimidating,intimidating
 intimidating, woman of the morning—instead a child day-tripping to the zoo.
 louring,ABSENT
 rugged,The rest of the island is 
 rugged,rugged
 rugged, and mountainous.
 severe,On such matters I am only 
 severe,severe
 severe, with myself.
 stark,Her blood was a slash of 
 stark,stark
 stark, red against a white marble floor.
 steely,"Crisp, fresh, almost "
 steely,steely
 steely," wines which, once refermented in the bottle, become creamy and balanced sparkling wines (methode traditional)."
airy,Airy
airy, hallways led through the hacienda style structure on either side of her.
 agreeable,"You know, you were much more "
 agreeable,agreeable
 agreeable, as a wolf.
 alluring,She wore no makeup but some 
 alluring,alluring
 alluring, perfume made her smell like heaven.
 bonny,Both Eleanor and Blink 
 bonny,Bonny
 bonny, won the Oaks as well as the Derby.
 comely,"Lamech has also a daughter Naamah (""gracious,"" ""pleasant,"" """
 comely,comely
 comely,"""; cf."
 fair,They are 
 fair,fair
 fair, and wise.
 fetching,She gave him her most 
 fetching,fetching
 fetching, smile and stepped out of the hallway.
 handsome,And how 
 handsome,handsome
 handsome, they both are!
 mesmeric,ABSENT
 pulchritudinous,ABSENT
 winsome,Approach it with an open mind and you'll discover hundreds (really!) of looks that may run the gamut from wildly over-the-top to simply 
 winsome,winsome
 winsome,.
dainty,She has on a 
dainty,dainty
dainty, lace dress and satin slippers.
 diaphanous,"If you thought the micro bikini was a recipe for exposure, then add the concept of "
 diaphanous,diaphanous
 diaphanous," mesh, and you're basically just icing your swimsuit cake."
 elegant,"And then he stepped forward, looking "
 elegant,elegant
 elegant, in a dark tuxedo.
 ethereal,Her hair fell softly around her face and she had an 
 ethereal,ethereal
 ethereal, glow about her.
 exquisite,In the middle of the table sat an 
 exquisite,exquisite
 exquisite, fall floral arrangement.
 frail,Dean noticed her 
 frail,frail
 frail," form near the front, seated alone."
 petite,I've never been called 
 petite,petite
 petite, in my life!
 toothsome,ABSENT
bearish,"Yet the two Lichfield men had so many early recollections in common, and sympathized with each other on so many points on which they sympathized with' nobody else in the vast population of the capital, that, though the master was often provoked by the monkey-like impertinence of the pupil, and the pupil by the "
bearish,bearish
bearish," rudeness of the master, they remained friends till they were parted by death."
 boorish,Laptop bags don't have to be 
 boorish,boorish
 boorish, black canvas pieces with uninspired textures and a reasonable price.
 churlish,"Sometimes sullen, childish and occasionally downright "
 churlish,churlish
 churlish,", you've been known to try the patience of your loved ones!"
 cloddish,ABSENT
 coarse,The river abounds in 
 coarse,coarse
 coarse, fish.
 gruff,Hilden's 
 gruff,gruff
 gruff, voice was gentle.
 inurbane,ABSENT
 loutish,ABSENT
 lowbred,ABSENT
 oafish,ABSENT
 swinish,ABSENT
 uncouth,He disliked the 
 uncouth,uncouth
 uncouth, style of the Scriptures.
impregnable,"Grabusa, long regarded as an "
impregnable,impregnable
impregnable," fortress, was surrendered in 1692, Suda (where the flags of Turkey and the four protecting powers are now hoisted) and Spinalonga in 1715."
 impervious,He wasn't 
 impervious,impervious
 impervious," to harm, much as he might think so."
 impermeable,The surface of the earth is rarely 
 impermeable,impermeable
 impermeable,", and the structure of the rocks largely determines the direction of flow of so much of the rainfall as sinks into the ground and is not evaporated."
 impenetrable,"One hauled it open, and she peered into the "
 impenetrable,impenetrable
 impenetrable, depths.
 invulnerable,No one is 
 invulnerable,invulnerable
 invulnerable," to temptation, Damian."
 unassailable,The overthrow of the Huguenots in 1629 made Richelieu's position seemingly 
 unassailable,unassailable
 unassailable,", but the next year it received its severest test."
avert,She didn't 
avert,avert
avert, her gaze this time.
 forestall,But to 
 forestall,forestall
 forestall, the French with his whole army was impossible.
 obviate,Climatic conditions 
 obviate,obviate
 obviate, the necessity of any superfluity of clothing.
 preclude,We will 
 preclude,preclude
 preclude, it from consideration.
 prohibit,"Indeed, the trouble and expense of these moulds sometimes "
 prohibit,prohibit
 prohibit, its use.
oppressive,Is intended to prevent the king from collecting the money owing to him in an 
oppressive,oppressive
oppressive, manner.
 burdensome,Burdensome
 burdensome," rites, it became in some sort a support."
 onerous,His duties were thus rendered exceedingly 
 onerous,onerous
 onerous,", and his labour became excessive."
 arduous,It was an 
 arduous,arduous
 arduous, climb up the mountain.
 backbreaking,You'll put in the 
 backbreaking,backbreaking
 backbreaking, work and then be upset when no one wants to eat the end product.
 cumbersome,The large lockers were 
 cumbersome,cumbersome
 cumbersome, and heavy.
 exacting,These 
 exacting,exacting
 exacting, tasks did not absorb all his energies.
 formidable,He does have a 
 formidable,formidable
 formidable," temper, you know."
 laborious,Away from his father he maintained his 
 laborious,laborious
 laborious, habits.
 rigorous,His imprisonment was not a 
 rigorous,rigorous
 rigorous," one, and negotiations for his release were soon begun."
 taxing,In 1 712 he was the author of the bill 
 taxing,taxing
 taxing, newspapers.
permeate,"It takes on flavors from other items in the refrigerator, and if you keep the bucks (male goats) around the does (female goats), their smell can "
permeate,permeate
permeate, the milk as well.
 imbue,Try your own songwriting creativity by taking a popular Christmas song and making it your own as you substitute words to 
 imbue,imbue
 imbue, some humor into an otherwise classic tune.
 infuse,"Like Van Gogh, you can "
 infuse,infuse
 infuse, words with your own vision without becoming esoteric.
 suffuse,"He strongly believed in the absolute truth of a few moral ideas, with which it was the aim of his teaching to mould and "
 suffuse,suffuse
 suffuse, political economy.
dodge,"His fist was aimed at her stomach, but she managed to "
dodge,dodge
dodge, and catch it on her rib cage.
 shirk,"When you are stressed, do you find yourself snapping at others and feeling irritable (that's the ""fight"" part), or do you "
 shirk,shirk
 shirk," your responsibilities and dive under the bed covers when it all becomes ""too much"" (that's the ""flight"" part)."
 slack,"Sarah, please, cut me some "
 slack,slack
 slack, here.
 malinger,ABSENT
trounce,"Nevertheless, even the combative Wallqvist was appalled when on the 16th of February 1789 the king privately informed him that he meant on the following day soundly to "
trounce,trounce
trounce, the Estate of Nobles in the presence of the three other estates and bend them to his royal will.
 vanquish,"The games do not reference each other but often tell a similar tale of a righteous hero, the green tunic-clad Link, appearing to "
 vanquish,vanquish
 vanquish," evil, usually in the form of Ganondorf."
 whitewash,Examples dating from the 10th to the 1 1th century have been discovered hidden by 
 whitewash,whitewash
 whitewash, on the oldest parts of the nave walls of the church of S.
absolve,He could be 
absolve,absolved
absolve," of murder, if he killed a man during archery practice!"
 acquit,"For example, ""if it doesn't fit, you must "
 acquit,acquit
 acquit,""" was uttered by Simpson's attorney Johnnie Cochran, referring to a glove the prosecution presented as evidence in the trial."
 exculpate,Both men were endeavouring to 
 exculpate,exculpate
 exculpate," themselves, and therefore both statements are subject to suspicion."
 exonerate,In her quest to find the information needed to 
 exonerate,exonerate
 exonerate," Viki, Karen took the stand."
 vindicate,Miracles alone cannot 
 vindicate,vindicate
 vindicate, the divinity of immoral doctrine.
critical,At least he didn't look so 
critical,critical
critical, now.
 imperative,Water is 
 imperative,imperative
 imperative, for survival.
 exigent,ABSENT
bootlick,ABSENT
 fawn,The doe is of a light 
 fawn,fawn
 fawn, colour and has no horns.
 grovel,"I want someone who can contribute intelligent conversation, not "
 grovel,grovel
 grovel, at my feet.
 pander,More affluent parents may simply prefer to have all of their child's clothing custom made because current fashion trends don't always 
 pander,pander
 pander," to their tastes, or they prefer their child to have flawlessly fitted garments."
 toady,ABSENT
compliant,A pair of goggles 
compliant,compliant
compliant," with U.S. standards for prescription safety eyewear will have ""Z87-2"" and the manufacturer's brand name, marked on the front of the frame and on both temples."
 deferential,The young are 
 deferential,deferential
 deferential, to their elders.
 obsequious,The little girl had 
 obsequious,obsequious
 obsequious, manners.
 servile,Field work is largely performed by a 
 servile,servile
 servile, class.
 subservient,"It became, indeed, "
 subservient,subservient
 subservient," to the Romanist archbishopric of Prague, which had been reestablished by Ferdinand I."
ardent,Alex had always been an 
ardent,ardent
ardent, lover.
 feverish,The count's face was white and he could not control the 
 feverish,feverish
 feverish, twitching of his lower jaw.
 fervent,He was a 
 fervent,fervent
 fervent, football supporter of the NFL.
 fervid,They abound in passages of 
 fervid,fervid
 fervid, religious exhortation.
 fervor,Consumers met the dolls with such 
 fervor,fervor
 fervor, that the company couldn't keep up with demand.
 impassioned,"When I heard the same voice, I made an "
 impassioned,impassioned
 impassioned, plea.
 passionate,The young student was 
 passionate,passionate
 passionate, about music.
 vehement,He was a 
 vehement,vehement
 vehement, opponent of the new law.
 zeal,His 
 zeal,zeal
 zeal, and energy met everywhere with conspicuous success.
 zealous,"He continued his studies in Strassburg, under the professor of Hebrew, Johannes Pappus (1549-1610), a "
 zealous,zealous
 zealous," Lutheran, the crown of whose life's work was the forcible suppression of Calvinistic preaching and worship in the city, and who had great influence over him."
 zealot,The failure of Jaureguy did not deter a young Catholic 
 zealot,zealot
 zealot,", by name Balthazar Gerard, from attempting to assassinate the man whom he looked upon as the arch-enemy of God and the king."
ferment,An immense 
ferment,ferment
ferment, took place.
 foment,The principal believed that Drake would be more likely to 
 foment,foment
 foment," the fight than John, so he called him into the office first."
 agitate,This feeling began to 
 agitate,agitate
 agitate," me with a vexing, forward-reaching sense of a lack that should be filled."
 instigate,This certainly isn't an easy task for women who would usually 
 instigate,instigate
 instigate," a fight with someone insulting them, and this is why this test is so difficult."
 impassion,ABSENT
 kindle,"The stormcloud had come upon them, and in every face the fire which Pierre had watched "
 kindle,kindle
 kindle, burned up brightly.
 inflame,This act served still further to 
 inflame,inflame
 inflame, the minds of the Belgians against the Dutch.
extremist,We in Scotland have already seen how they will shamelessly exploit anything they believe can further their 
extremist,extremist
extremist, cause.
 fiery,Her hair was 
 fiery,fiery
 fiery," red and curly, her frame tall and slender."
 frenzied,"His hands moved over her body possessively, his hot kisses on her lips and skin working her into a "
 frenzied,frenzied
 frenzied, state of desire unlike anything she'd felt before.
arduous,It was an 
arduous,arduous
arduous, climb up the mountain.
 mordant,The salt is used as a 
 mordant,mordant
 mordant, in dyeing and calico-printing.
civil,Alex was 
civil,civil
civil," to Señor Medena, if not friendly."
 gallant,"""That's not fair!"" my "
 gallant,gallant
 gallant, bride-to-be offered.
 genteel,This timeless town with an interesting old cathedral offers a 
 genteel,genteel
 genteel, option for those seeking a quieter alternative to the larger resorts.
 obliging,"He is hospitable, "
 obliging,obliging
 obliging,", and specially well disposed to the foreigner."
 punctilious,"""As far as the service goes he is quite "
 punctilious,punctilious
 punctilious,", your excellency; but his character..."" said Timokhin."
 solicitous,He is even 
 solicitous,solicitous
 solicitous, to show that his point of view is that of the cultivated gentleman and not of the specialist of any order.
 tactful,A 
 tactful,tactful
 tactful," native minister, Sir Donald McLean, did the rest."
affable,Her grandfather has always been the most 
affable,affable
affable, man around.
 amenable,He was 
 amenable,amenable
 amenable, to change.
 communicative,Every organization shares one aspect; each wants to promote autism awareness through their conferences and in their other 
 communicative,communicative
 communicative, efforts.
 congenial,Bees find a highly 
 congenial,congenial
 congenial," habitat in Mexico, and some honey is exported."
 cordial,Alex was 
 cordial,cordial
 cordial, to his father and formal to his sister.
 gregarious,Dolphins are 
 gregarious,gregarious
 gregarious,", and large herds often follow ships."
benign,"The bilirubin test will determine if hyperbilirubinemia is present and, along with other diagnostic tests, help determine if the condition is relatively normal ("
benign,benign
benign,) or possibly related to liver function problems or other conditions.
 innocuous,They were 
 innocuous,innocuous
 innocuous, pieces of code.
 unoffending,ABSENT
 unobjectionable,"Slate pots or tubs, usually square, are sometimes adopted, and are durable and otherwise "
 unobjectionable,unobjectionable
 unobjectionable,", only, their sides being less porous, the earth does not dry so rapidly, and some modification of treatment as to watering is necessary."
ablution,Ablution
ablution, of paten and chalice.
 immaculate,"She established the Tyra Banks Scholarship to provide African-American girls with the opportunity to attend the same private school that she did, "
 immaculate,Immaculate
 immaculate, Heart High School.
 pristine,The biohazard elimination field was marked by 
 pristine,pristine
 pristine, white fencing.
 unsullied,"If we want justice, we must be in a position to ask it with "
 unsullied,unsullied
 unsullied, hands..
 virginal,"The natural next step in her career was acting, and she took to the big screen with a flourish.Day became a Hollywood sweetheart, and gained an innocent, "
 virginal,virginal
 virginal," image by playing coy, sweet leading ladies."
assiduous,"Burke, on the contrary, was "
assiduous,assiduous
assiduous," and orderly, and had none of the vices of profusion."
 conscientious,She was 
 conscientious,conscientious
 conscientious, with regard to her duties as examiner.
 meticulous,The trip involved 
 meticulous,meticulous
 meticulous, planning.
 precise,That's why he has so many 
 precise,precise
 precise, numbers.
 scrupulous,The revisers aimed at the most 
 scrupulous,scrupulous
 scrupulous, faithfulness.
composed,"""Half-Sister,"" Sarah corrected, her voice "
composed,composed
composed, again.
 dispassionate,It need not affect the opinion of 
 dispassionate,dispassionate
 dispassionate, students.
 impassive,He kept his own features 
 impassive,impassive
 impassive,", but Vara's words pierced him to the core."
 imperturbable,With her 
 imperturbable,imperturbable
 imperturbable, calm she did not begin to speak in front of the valet.
 serene,Evelyn appeared 
 serene,serene
 serene," and perfect, as usual."
 stoical,The 
 stoical,Stoical
 stoical," categories, too, have an historical significance."
artless,"As generally able writers of lyrical poetry during the earlier part of this period may be mentioned among others Francis Csaszar, Joseph Szekacs and Andrew Kunoss-also Lewis Szakal and Alexander Vachott, whose songs and romances are of an "
artless,artless
artless," and simple character, and the sacred lyricist Bela Tarkanyi."
 guileless,The 
 guileless,guileless
 guileless, peasant set down his buckets and considered his alternatives.
 ingenuous,"He has, indeed, a true love of England, sometimes not without a suspicion of insularity, but always fresh and "
 ingenuous,ingenuous
 ingenuous,.
 naÃ¯ve,ABSENT
 unaffected,The book is one of the most natural and 
 unaffected,unaffected
 unaffected, compositions ever written.
pragmatic,There were 
pragmatic,pragmatic
pragmatic, inferences.
 rational,The gut wrenching pain left him unable to process any 
 rational,rational
 rational, thought.
 realistic,"For some reason, he experienced a very "
 realistic,realistic
 realistic, vision.
asocial,ABSENT
 crass,"With exotic photography of women, the idea is to create an image that is alluring, not "
 crass,crass
 crass,.
 earthy,White lead is an 
 earthy,earthy
 earthy,", amorphous powder."
 effrontery,He has the same imperturbable and persuasive 
 effrontery,effrontery
 effrontery, in protesting that he is doing one thing at the moment when his energies are concentrated on doing the opposite.
 obstreperous,ABSENT
 philistine,"Again (b) the primitive stories of conflicts with "" "
 philistine,Philistine
 philistine," "" giants between Hebron and Jerusalem (2 Sam."
 scabrous,ABSENT
 ungracious,"Strong, stern, able, devoted woman of the old Puritan school, Calvinist in religion, unsparing of herself and others, rigid in her ideas of duty, proud, reserved and "
 ungracious,ungracious
 ungracious,.
 unpolished,Degrassi's young repertory cast has a loyal fan base due in large part to the series' 
 unpolished,unpolished
 unpolished, dialogue.
 vulgar,But this seems an unwarrantable concession to the 
 vulgar,vulgar
 vulgar, opinion that two bodies cannot co-exist in the same place.
credulous,"Mulder is, if not "
credulous,credulous
credulous,", at least more open to accepting unconventional explanations for mysterious phenomena than Scully, who persistently fights to find a 'logical' explanation."
 exploitable,"Evidences of ancient workings remain near Holguin and Gibara, and it is possible that some of these workings are still "
 exploitable,exploitable
 exploitable,.
 susceptible,Children are much more 
 susceptible,susceptible
 susceptible, than adults.
adverse,He remained 
adverse,adverse
adverse, to any case where he knew for sure that someone was killed.
 antagonistic,"The ""fable"" appears to be "
 antagonistic,antagonistic
 antagonistic, to ideas of monarchy.
 dissident,Among the 
 dissident,dissident
 dissident, members were B.
 recalcitrant,Matter was a potentially 
 recalcitrant,recalcitrant
 recalcitrant, element.
aloof,His 
aloof,aloof
aloof, response made her look up.
 introverted,Most are quiet and 
 introverted,introverted
 introverted,", but if they do take part in group work, Capricorns will often become leaders because of their sound methods and strength in logical reasoning."
 standoffish,She is extremely 
 standoffish,standoffish
 standoffish, and will only come around once every couple of days.
 undemonstrative,"His father was reserved, "
 undemonstrative,undemonstrative
 undemonstrative," even to the pitch of chilling sternness, and among young Mill's comrades contempt of feeling was almost a watchword."
iconoclastic,"This idea that material representation involves a profanation of divine personages, while disallowing all religious art which goes beyond scroll-work, spirals, flourishes and geometrical designs, yet admits to the full of secular art; and accordingly the "
iconoclastic,iconoclastic
iconoclastic," emperors replaced the holy pictures in churches with frescoes of hunting scenes, and covered their palaces with garden scenes where men were plucking fruit and birds singing amid the foliage."
 maverick,Maverick
 maverick, Helicopters offers a number of unique helicopter wedding packages to fit different budgets and dreams.
 subversive,"He became a journalist, and at an early stage of his career had the first of his many experiences of imprisonment for the "
 subversive,subversive
 subversive, tendency of his writings.
dabbler,Franklin as a scientist 5 and as an inventor has been decried by experts as an amateur and a 
dabbler,dabbler
dabbler,; but it should be remembered that it was always his hope to retire from public life and devote himself to science.
 dilettante,"Catulus in the preceding generation, was a kind of "
 dilettante,dilettante
 dilettante," poet and a precursor of the poetry of pleasure, which attained such prominence in the elegiac poets of the Augustan age."
 superficial,"The sentences are much longer and less vivacious, as any one can see by a "
 superficial,superficial
 superficial, examination.
 tyro,"Although talented, Elijah is still a "
 tyro,tyro
 tyro, on the piano and has a lot to learn.
byzantine,In 456 it was seized by Genseric. It was retaken 
byzantine,Byzantine
byzantine, period.
 convoluted,Dean silently hoped the call wasn't some 
 convoluted,convoluted
 convoluted," effort to restore their relationship, which to his mind was thankfully finished."
 elaborate,They wore 
 elaborate,elaborate
 elaborate, costumes.
 knotty,"In addition to having specific grades of cedar, siding is further divided into clear and "
 knotty,knotty
 knotty, varieties.
 labyrinthine,You will explore dark and dangerous places like the 
 labyrinthine,labyrinthine
 labyrinthine,", the ruined dwarven city underneath the earth, an unholy keep of a vampire, and other dimensional planes."
 perplexing,Of course they did not realize how difficult and 
 perplexing,perplexing
 perplexing, they were making the examinations for me.
 tangled,She sighed and ran fingers through her 
 tangled,tangled
 tangled, hair.
apathetic,"They are a light-hearted, "
apathetic,apathetic
apathetic," people, little given to quarrelling or to the commission of violent crime."
 indifferent,Mr. Reynolds was 
 indifferent,indifferent
 indifferent, to the subject.
 phlegmatic,Goeldi states that the paca-rana is a rodent of 
 phlegmatic,phlegmatic
 phlegmatic," and gentle disposition,."
 stolid,His facial features suggested a 
 stolid,stolid
 stolid, character.
contumacious,"His earliest ally was Ahmed ""Jezzar,"" who established himself in Acre in "
contumacious,contumacious
contumacious, independence late in the 18th century.
 dogmatic,Whatever its faults may be - and it is for our successors to judge of these - there is this to be said in its favour: that it is in nowise 
 dogmatic,dogmatic
 dogmatic,. The eloquence of facts appeals to the scientific mind nowadays much more than the assertion of crude and unproven principles.
 hidebound,Roman (Days) - A name coming from an empire that ruled most of the known world at one point combined with a character 
 hidebound,hidebound
 hidebound, by the concepts of law and order speaks for itself.
 inflexible,Richelieu's foreign policy:was as 
 inflexible,inflexible
 inflexible, as his home policy.
 intransigent,Howie remained 
 intransigent,intransigent
 intransigent, in restricting his gift to the rescue children.
 implacable,"From this time she was the ardent champion of her husband's and son's rights; to her energy the cause of Lancaster owed its endurance, but her "
 implacable,implacable
 implacable, spirit contributed to its failure.
 inexorable,Napoleon was 
 inexorable,inexorable
 inexorable," in his demands, and Pius VII."
 irreconcilable,His account of the geography falls into two 
 irreconcilable,irreconcilable
 irreconcilable, parts; one (iv.
 mulish,ABSENT
 obdurate,At home Kruger continued as 
 obdurate,obdurate
 obdurate, as ever.
 obstinate,His 
 obstinate,obstinate
 obstinate, resistance came to an end.
 ossified,"16), extending between the fenestra ovalis and the tympanic membrane or drum, consists of (I) the long and slen der columella, a straight, "
 ossified,ossified
 ossified," rod which fits with a disk into the fenestra r; t st ovalis; it is homologous with the stapes (m.st.), although not stirrupshaped; (2) the extra-columellar mass."
 pertinacious,"The Cabetes, who possessed the soil, were fierce and "
 pertinacious,pertinacious
 pertinacious,"; and, assisted by the French, who traded to that coast, Coelho had to gain by inches what was granted him by leagues."
 refractory,Pascal solved the hitherto 
 refractory,refractory
 refractory," problem of the general quadrature of the cycloid, and proposed and solved a variety of others relating to the centre of gravity of the curve and its segments, and to the volume and centre of gravity of solids of revolution generated in various ways by means of it."
 remorseless,The idea of belonging to a 
 remorseless,remorseless
 remorseless, insurgent leader was terrifying.
 tenacious,Still alive... 
 tenacious,tenacious
 tenacious,... serves him right!
 unrelenting,"Since its inception, the company's mission has been ""to reach new heights in customer satisfaction through ongoing innovation, quality products, unmatched after-sales service, and an "
 unrelenting,unrelenting
 unrelenting," focus on customer needs."""
 unswayable,ABSENT
 unyielding,Unyielding
 unyielding,", even with his attempts to breach her mind and influence her."
bluster,The 
bluster,bluster
bluster, of wind screached in his ears.
 discomposed,ABSENT
 disquieted,Men's minds were pained and 
 disquieted,disquieted
 disquieted, by the conflict of duties and the absence of spiritual consolation.
 flurried,"The window frame which prevented anyone from sitting on the outer sill was being forced out by two footmen, who were evidently "
 flurried,flurried
 flurried, and intimidated by the directions and shouts of the gentlemen around.
 fluster,ABSENT
 frenetic,"Fort Lauderdale, FL: Close to Miami with similar options in a slightly less "
 frenetic,frenetic
 frenetic, atmosphere.
 fulminate,I do not let my children 
 fulminate,fulminate
 fulminate, against what their mother says.
 furor,"Actor Jerry Douglas had not expressed interest in leaving the show, but he was let go despite fan "
 furor,furor
 furor,.
 insurgent,Year had reduced the 
 insurgent,insurgent
 insurgent, islanders to submission.
 kinetic,"Energy of motion is usually called """
 kinetic,kinetic
 kinetic," energy."""
 perturb,It may 
 perturb,perturb
 perturb," you if someone lets you know what's happening on the show before you've gotten a chance to watch it, and your TiVo may be your best friend if you have a day job."
 roil,"Assuming this result to hold generally, we should have S=0.306 at o° C., which agrees with Rankine's view; but increasing very rapidly at higher temperatures to S =1.043 at 200° C., and 1.315 at 220° C. The characteristic equation, if SQ = constant, would be of the form (v+SQ) = "
 roil,Roil
 roil," ', which does not agree with the well-known behaviour of other gases and vapours."
 ruffled,"""Thank you, Dusty,"" the youth said and "
 ruffled,ruffled
 ruffled, the boy's hair.
 tumultuous,The 
 tumultuous,tumultuous
 tumultuous, storm was beginning to lose some of its fury.
 turbid,She clung to it as an escape from the 
 turbid,turbid
 turbid, waters below the surface of their conversation.
 turbulent,"The citizens, however, retained their "
 turbulent,turbulent
 turbulent, spirit.
 vehemence,The 
 vehemence,vehemence
