word,similar
lake, and peered into it.
fish,ABSENT
fishing,ABSENT
boat,I hear they're jumping into the 
boat,boat
boat, up north.
coast,I'm headed to the 
coast,coast
coast, this weekend.
shark,There is also a profitable 
shark,shark
shark, fishery in the hands of Arabs.
sunscreen,Though there have been some conflicting studies on the use of 
sunscreen,sunscreen
sunscreen," as a deterrent against cancer, the general consensus among medical professionals is that "
sunscreen,sunscreen
sunscreen," is not only a skin-saving product, but may also be a life-saving one."
shell,Shell
shell, conical without spire.
advertise,"Online agencies offer a cheap alternative, charging $49 to $400 to "
advertise,advertise
advertise, a home directly on a website.
affordable,Distributed computing makes enormous computational problems 
affordable,affordable
affordable, to solve.
bonus,The art is a 
bonus,bonus
bonus,", he said with a wink."
career,You know how important my 
career,career
career, is to me.
commission,This was the last 
commission,commission
commission, entrusted to him.
competition,The 
competition,competition
competition, of France ceased for a time to be an important factor.
company,I haven't had any female 
company,company
company, in months.
database,"Sales will liaise closely with Business Systems to deliver a business driven ""Customer"" "
database,database
database,.
deadline,His abstract submission met the 
deadline,deadline
deadline,.
deal,It meant a good 
deal,deal
deal, to him to secure a home like this.
debit,Click on the links in the box at the right to access the direct 
debit,debit
debit, mandate form.
demand,If you don't stand up and 
demand,demand
demand," a change, he'll keep on doing it."
department,He telephoned the Parkside Police 
department,department
department, but they had no news.
director,You're a vital asset and the 
director,director
director, knows it.
discount,There are various kinds of 
discount,discounts
discount,.
adventure,The 
adventure,adventure
adventure, turned into a nightmare.
animals,Animals
animals, seem to sense your mood.
climb,Then you get back up and continue the 
climb,climb
climb,.
forest,ABSENT
hike,"Joseph, smiling for the first time in Dean's memory, said he and Ginger planned to walk about town and perhaps "
hike,hike
hike, up to the nearby Box Canyon waterfall.
map,He frowned at the 
map,map
map, before him.
moon,You see the stars and the 
moon,moon
moon, instead of how dark the night is.
mountain,The cool 
mountain,mountain
mountain, air made her shiver.
scenery,His gaze took in the 
scenery,scenery
scenery, around them.
stars,The 
stars,stars
stars, were brilliant this evening.
walking,She started 
walking,walking
walking, without responding.
wildlife,ABSENT
trees,Something blue in the shadow of the 
trees,trees
trees, caught her attention.
trip,Outside of this being her first 
trip,trip
trip," in an airplane, the rest of the flight was uneventful."
path,Sofi says his 
path,path
path, is dark.
wheel,She gripped the steering 
wheel,wheel
wheel, more tightly.
window,ABSENT
tire,You lost your 
tire,tire
tire, repair kit in the trunk.
seat,"The princess, picking up her dress, was taking her "
seat,seat
seat," in the dark carriage, her husband was adjusting his saber; Prince Hippolyte, under pretense of helping, was in everyone's way."
roof,ABSENT
oil,The warm farmhouse smelled of gun 
oil,oil
oil, and breakfast.
lock,They're too busy trying to 
lock,lock
lock, me up and toss the key.
horn,Somewhere in the distance a 
horn,horn
horn, honked.
gear,I guess your 
gear,gear
gear, is back in your car.
door,Alex met her at the 
door,door
door,", a steaming cup of coffee in one hand."
accelerate,To 
accelerate,accelerate
accelerate, the proceedings of the committee it was decided to meet weekly instead of monthly.
brakes,The 
brakes,brakes
brakes," are magnetic, with auxiliary handbrakes."
passenger,He reached the 
passenger,passenger
passenger, side of the car and held the door open for her.
driver,The 
driver,driver
driver, took them to a Spanish design home a few miles from the hacienda.
parking,"While my new vehicle is far less accommodating to my needs as my precious motor home, now resting in an airport "
parking,parking
parking," lot, this van is satisfying my temporary needs."
dismiss,She couldn't 
dismiss,dismiss
dismiss, the sight of his darkened eye or bloodied lip.
distribution,We won't talk at this point about the 
distribution,distribution
distribution, of that wealth; that will come later.
duty,The sheriff has a 
duty,duty
duty, to investigate.
estimate,The realtor's 
estimate,estimate
estimate, of the value of the property pleased her.
expenses,"Whatever the ostensible form of a railway tariff, the contribution of the different shipments of freight to these general "
expenses,expenses
expenses, is determined on the principle of charging what the traffic will bear.
finance,ABSENT
income,This 
income,income
income, will not be regarded as welfare.
loan,Will somebody kindly 
loan,loan
loan, me a hat?
loss,He already felt the 
loss,loss
loss," of her calm energy, but he had no idea what to do about it."
market,The 
market,market
market, is only two blocks away.
owner,I talked the 
owner,owner
owner, into selling her to me.
meeting,I hope your 
meeting,meeting
meeting, goes well.
pay,How much would you 
pay,pay
pay, for that pan today?
salary,"There was a position open at a private home, but the "
salary,salary
salary, had to be wrong.
tax,Okay. Good luck with the 
tax,tax
tax, stuff.
hacker,"If you use your phone for banking or other uses involving money or password entry, then a "
hacker,hacker
hacker," could retrieve your IDs and passwords, especially if you use the ""Remember Me"" option when signing in."
file,ABSENT
icon,The 
icon,icon
icon," was carried further, accompanied by the throng."
inbox,"All it takes is a little research prior to the special day, and your mailbox and "
inbox,inbox
inbox, will be overflowing with great offers just for turning one year older.
Internet,The 
Internet,Internet
Internet," has allowed for the creation of thousands of new ways to give, both time and money."
page,She watched him turn a 
page,page
page, and touch it.
password,"""Have you heard the "
password,password
password,"?"" asked one Guards' officer of another."
paste,"The solution is filtered, the precipitate well washed, and, generally, is put up in the form of a "
paste,paste
paste, in well-closed vessels.
scan,Most facilities have specially designed music systems so that patients can wear headsets and listen to music during the 
scan,scan
scan,; some facilities even have special video goggles so children can watch a cartoon or movie during the 
scan,scan
scan,.
website,Maybe there's an 'I hate Jackson Parrish' 
website,website
website, out there.
piracy,It had a reputation for 
piracy,piracy
piracy, at various times in its history.
platform,"Almost before I knew it, the train stopped at the Tuscumbia station, and there on the "
platform,platform
platform, stood the whole family.
process,"My God, I can't even "
process,process
process, that!
program,Jessi watched her 
program,program
program, a new contact into it.
printer,This 
printer,printer
printer," is purely mechanical, and its speed is very high."
blissful,It's fun to dream of a 
blissful,blissful
blissful," spa vacation, complete with deep tissue massages, herbal baths, and rejuvenating facials."
cautious,Her tone was 
cautious,cautious
cautious, but respectful.
clever,As a child he was 
clever,clever
clever, and delicate.
concentrated,Bianca 
concentrated,concentrated
concentrated, on the strange pain.
confident,The speakers were 
confident,confident
confident, communicators.
curious,There were many 
curious,curious
curious, onlookers.
fantastic,ABSENT
optimistic,I think that's an 
optimistic,optimistic
optimistic, count of the number of participants.
pleasant,It is very 
pleasant,pleasant
pleasant, to live here in our beautiful world.
quiet,You are 
quiet,quiet
quiet," this morning, son."
satisfied,You are 
satisfied,satisfied
satisfied, with her.
sensible,Some 
sensible,sensible
sensible, observations by the editor were added to the original biography.
serious,Don't joke; I mean to have a 
serious,serious
serious, talk with you.
flattered,ABSENT
delighted,She laughed in a 
delighted,delighted
delighted, way.
infection,The x-rays were conclusive and indicated a bad 
infection,infection
infection, in the lower lobe of one lung.
flu,ABSENT
headache,"She stormed out, blood pulsing and "
headache,headache
headache, growing.
medicine,Minutes later when the nurse arrived with a syringe of 
medicine,medicine
medicine,", Destiny was asleep again, still clutching the doll to her chest."
patient,You need to be 
patient,patient
patient, and give him a little space.
exercise,I see you're getting your 
exercise,exercise
exercise, for the day.
sick,Mom was 
sick,sick
sick, and we needed a doctor.
cold,Let's get in out of this 
cold,cold
cold, wind.
tired,The toddlers were both 
tired,tired
tired, and cranky.
doctor,The 
doctor,doctor
doctor, called today to see if my condition had improved with the medication.
bones,"""I can see the "
bones,bones
bones," all right,"" replied the Sawhorse, ""and they are admirable and distinct."
Disease ,"Given all this, do you really believe this "
Disease ,disease
Disease , still has a chance?
Fracture ,It is only a 
Fracture ,fracture
Fracture ,", but she's going to have to stay off it for six weeks."
Hygiene ,The modern system of 
Hygiene ,hygiene
Hygiene , is in great part founded upon Decent pathology.
Injury ,It wasn't just the 
Injury ,injury
Injury , and meds that made Lana's head spin.
citizen,John received an award for being a good 
citizen,citizen
citizen, after he cleaned up the trash in the park.
army,I scouted for the 
army,army
army, a few years.
country,The 
country,country
country, was wild and beautiful.
court,"""The ball is in your "
court,court
court,","" I said."
currency,As 
currency,currency
currency," is inflated, prices rise."
defense,In her 
defense,defense
defense,", she thought I was trying to kill her."
democracy,We welcome new members to join in the fight for a liberal 
democracy,democracy
democracy,.
document,Their government gave this 
document,document
document, publicity.
freedom,ABSENT
government,It was a 
government,government
government, business agency.
judge,I do not allow myself to 
judge,judge
judge, him and would not have others do so.
law,But the 
law,law
law, of history relates to man.
leader,A good 
leader,leader
leader," makes a good team the best, as my father says."
vote,"I, for one, would "
vote,vote
vote, for peace.
rights,ABSENT
heat,The evening 
heat,heat
heat, was stifling.
ice,His voice was low and 
ice,ice
ice, cold.
bake,Alex would likely be home for lunch and she wanted to 
bake,bake
bake, a chicken.
burn,It looks like it's starting to 
burn,burn
burn, good.
boil,Delhi 
boil,boil
boil,", Oriental sore, "" bouton d'Alep "") to which people in different parts of the East are liable."
bread,I guess I owe them a lot more than 
bread,bread
bread, then.
cut,"Placing it in a little plate, he "
cut,cut
cut, it up in small pieces.
cool,She woke to a 
cool,cool
cool, dawn.
juice,The evaporation of the 
juice,juice
juice, to syrup point.
melt,This pond has no stream passing through it to 
melt,melt
melt, or wear away the ice.
mix,I didn't 
mix,mix
mix, the two.
slice,One can cut off a 
slice,slice
slice," of bread, but not an army."
cook,I'll 
cook,cook
cook, for all of us.
prepare,We have two days to 
prepare,prepare
prepare, ourselves.
salt,You can get that 
salt,salt
salt," shaker now, Cynthia."
ball,Julie never missed a 
ball,ball
ball,", a promenade, or a play."
kick,ABSENT
score,I should think he has a 
score,score
score, of them.
caught,You just happened to get 
caught,caught
caught, on camera.
cycling,Visits to the Internet 
cycling,cycling
cycling, forum revealed others in a similar predicament.
fit,ABSENT
goal,I'm too close to my 
goal,goal
goal, to give up now.
jog,Jeff used to 
jog,jog
jog, and all but he got a bum knee.
run,ABSENT
race,ABSENT
jump,Would anyone not 
jump,jump
jump, in anyway?
throw,I thought you were going to 
throw,throw
throw, that picture away.
win,ABSENT
team,A good leader makes a good 
team,team
team," the best, as my father says."
ride,ABSENT
add,"Once we have a sheriff's salary coming in, maybe we can "
add,add
add, a little to their budget—until they get settled.
answer,He put her 
answer,answer
answer, down in his note book.
circle,The torches around the 
circle,circle
circle, were lit.
half,More than 
half,half
half, the hungry people in the world live in just these three nations—nations that are all net food exporters.
hundred,I've told myself that a 
hundred,hundred
hundred, times.
null,The sentence was 
null,null
null," and void, he said."
number,You have my 
number,number
number,", don't you?"
plus,Plus
plus,", if there is war, there are more competitors."
solve,I told you'd I'd 
solve,solve
solve, it!
zero,"Dean pushed each of the four buzzers, with "
zero,zero
zero, response.
equal,She is quite 
equal,equal
equal, to Marya Antonovna.
count,"If that's all they give you, "
count,count
count, yourself lucky.
average,Our kind tend to live much longer than the 
average,average
average, human.
curve,His finger left her jaw and softly followed the 
curve,curve
curve, of her neck.
proof,What she saw today was 
proof,proof
proof, that she needed it close by.
